,State,City,Location,Address,Instructions,Accepting,Open packages?
368,CA,stockton,Kaiser Permanente Stockton ,"7373 West Ln #135
Stockton, CA 95210",Pls hand to medical assistant and label box  - TO Critical care MDs ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
369,CA,stockton,Meadowood Health and Rehabilitation Center,"3110 Wagner Heights Rd
Stockton, CA 95209","Drop off at location address or mail to 3110 Wagner Heights Rd. , Stockton, Calif 95209 Attention: Michelle Smith","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Bleach Wipes",Yes
370,CA,stockton,Meadowood Health and Rehabilitation Center,"3110 Wagner Heights Rd
Stockton, CA 95209",Drop off at address listed or mail,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
371,CA,"stockton, ca 95209",Wagner Heights Nursing and Rehabilitation Center,"9289 Branstetter Pl
Stockton, CA 95209",ATTN: Maxine Niel,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Disinfecting wipes",Yes
372,CA,sun valley,Los Angeles Council District 6 Office,"9300 Laurel Canyon Blvd
Arleta, CA 91331",Through into the gate or leave by door. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
373,CA,sunnyvale,One Medical,"1299 Oakmead Pkwy
Sunnyvale, CA 94085",ATTN: Alainna Mapanao ,"Surgical masks, Face shields, Safety goggles, Gowns, Disinfecting wipes",Yes
374,CA,sunnyvale,Palo Alto Medical Foundation ,"301 Old San Francisco Road
Sunnyvale, CA 94086",Leave at front door with doorperson attention Geriatrics Department . ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
375,CA,sylmar,Olive View-UCLA Medical Center,"14445 Olive View Dr
Sylmar, CA 91342",Please call Department of Medicine at 747-210-3205 to arrange drop-off or pick-up,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
376,CA,tarzana,Providence Tarzana Medical Center,"18321 Clark St
Tarzana, CA 91356",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Unsure
377,CA,temecula,Temecula Valley Hospital,"31700 Temecula Parkway
Temecula, CA 92592",Emergency Room drop off Dawnelle Anderson,"N95s, Surgical masks, Face shields, Disposable booties, Gowns",Yes
378,CA,thousand oaks,"Buena Vista Hospice, Home Health and Palliative Care","2545 W Hillcrest Dr #130A
Thousand Oaks, CA 91320",Please go to double doors and ring door buzzer for assistance. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
379,CA,thousand oaks,Jennifer Young DO,"2100 Lynn Rd #215
Thousand Oaks, CA 91360",Attn Tanya,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
380,CA,torrance,Harbor-UCLA Medical Center,"1000 W Carson St.
Torrance, CA 90502",Contact Volunteer Department,N95s,Unsure
381,CA,torrance,Torrance Memorial Medical Center,"3330 Lomita Blvd
Torrance, CA 90505","In front of emergency room, drop off to nurse or security guard.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
382,CA,tulare,Merritt Manor,"604 East Merritt Ave
Tulare, CA 93274",Front door,"N95s, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
383,CA,tustin,Foothill Regional Medical Center,"14662 Newport Ave
Tustin, CA 92780",Curbside front of ER. Call the ICU and ask for Charge Nurse (714) 619-7790,"N95s, Surgical masks, Face shields",Yes
384,CA,upland,San Antonio Regional Hospital,"999 San Bernardino Rd
Upland, CA 91786",Will collect,"N95s, Surgical masks",
385,CA,vacaville,Kaiser Permanente - Vacaville ,"1 Quality Drive
Vacaville, CA 95688",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
386,CA,vallejo,Mare Island Home Health Inc,"1555 Tennessee St
Vallejo, CA 94590",Home Health Agency can use additional supplies ,"Surgical masks, Gloves, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
387,CA,van nuys,Apria Healthcare,"7929 Ruffner Ave
Van Nuys, CA 91406",ATTN: Sean Nahm,N95s,Yes
388,CA,van nuys,Home Health Agencies,"14545 Friar St
Van Nuys, CA 91411",At suite 103,"N95s, Surgical masks, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
389,CA,ventura,Ventura County Medical Center,"300 Hillmont Ave
Ventura, CA 93003",Central Supply Dock: ATTN Bob Tumpane ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Tyvek Suits ",Yes
390,CA,visalia,Kaweah Delta Medical Center,"1041 N. Woodland Street, Apartment 202
Visalia, CA, 93291","Residential. Ship using UPS, FedEx, USPS. ATTN: Dr. Brian Ho","N95s, Surgical masks, Disinfecting wipes",No
391,CA,visalia,Kaweah Delta Medical Center,"216 S Johnson St
Visalia, CA 93291","Mailing address:
ATTN:
Kaweah Delta Medical Foundation
c/o Liz Wynn ","N95s, Surgical masks, Face shields, Safety goggles, Gowns",Yes
392,CA,walnut creek,John Muir Health - Walnut Creek,"1601 Ygnacio Valley Rd
Walnut Creek, CA 94598",Main Entrance: John Muir Health ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Disinfecting wipes",Yes
393,CA,walnut creek,Kaiser Permanente - Walnut Creek,"1425 S Main St
Walnut Creek, CA 94596","2 options:

(1) Entrance to hospital in Palm Conference Room.

(2) Administration department off campus at 1450 Maria Lane","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, PAPR/CAPR Respirators",Unclear
394,CA,walnut creek,La Casa Via Transitional Care Center,"1449 Ygnacio Valley Rd
Walnut Creek, CA 94598",Items can be dropped off at the front door.,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
395,CA,watsonville,Watsonville Health Center,"1430 Freedom Blvd, Suite D
Watsonville, CA 95076",Suite D Attention: Walter Espinoza,"N95s, Face shields, Safety goggles, N95 masks 1870",No
396,CA,west covina,Emanate Health - Queen of the Valley Hospital,"1115 S Sunset Ave
West Covina, CA 91790",Attn: ER Department,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
397,CA,west hills,West Hills Hospital,"7300 Medical Center Dr
West Hills, CA 91307",ER curbside,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
398,CA,west hills,West Hills Hospital ,"7300 Medical Center Dr
West Hills, CA 91307",Call my cell and will arrange someone to meet at entrance 818-825-5845 (Marc Lavin MD),"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes
399,CA,westminster,24/7 Care at Home Hospice,"13800 Arizona St #200
Westminster, CA 92683","13800 Arizona St., Westminster, CA.  92683 ATTN: Larry Nguyen PLEASE KNOCK IF YOU ARE AT THE BUILDING THERE ARE A FEW PEOPLE IN HERE TO PROVIDE SUPPLIES TO PATIENTS AND NURSES.","N95s, Surgical masks, Face shields, Gowns, Thermometers",Yes
400,CA,whittier,PIH Health - Whittier Campus,"12401 Washington Blvd
Whittier, CA 90602","Drop off at ED BLS Ambulance Bay. Upon arrival, contact ED charge RN on duty.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
401,CA,woodland hills,Kaiser Permanente Woodland Hills California ,"5601 De Soto Ave
Woodland Hills, CA 91367",Pediatric department Jonathan Reid/Maryam Ghavami ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",Yes
402,CO,alamosa,San Luis Valley Health,"106 Blanca Ave.
Alamosa CO 81101",,"N95s, Surgical masks, Gowns",Clean only
403,CO,aurora,Anschutz Medical Campus (University of Colorado),"Research Building 2
Anschutz Medical Campus
12700 E. 19th Ave
Aurora, Colorado 80045​",https://www.cuanschutz.edu/coronavirus/research-guidance/reagents-and-supplies-needed,"N95s, Surgical masks, Face shields, Safety goggles, See link",I do not know
404,CO,aurora,Falck Rocky Mountain,"10703 E. Bethany Dr. 
Aurora, CO 80014",Front Door,"Surgical masks, Face shields, Safety goggles, Hand sanitizer, Disinfecting wipes",Yes
405,CO,boulder,Boulder Community Health Foothills,"4747 Arapahoe Ave
Boulder, CO 80303","Dropoff is at main entrance, not ER/emergency department entrance","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Disinfecting wipes",No
406,CO,brighton,Riverdale Rehab & Care Community of Brighton,"2311 E Bridge St
Brighton, CO 80601","Will pick up if local, or can drop off.","N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns",Unsure
407,CO,canon city,St Thomas Moore ,"1338 Phay Ave
Cañon City, CO 81212",Emergency Dept,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
408,CO,colorado springs,Penrose-St Francis ,"Emergency Dept
2222 N Nevada Ave
Colorado Springs, CO 80907",Deliver to Emergency Department,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
409,CO,colorado springs,St Francis Medical Center,"6001 E Woodmen Rd
Colorado Springs, CO 80923",Care of: ICU,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes
410,CO,denver,Denver Health and Hospital Authority,"777 Bannock St
Denver, CO 80204",Central Supply,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",No
411,CO,denver,Eating Recovery Center,"98 Spruce St
Denver, CO 80230","Please mail to Dr. Anne O'Melia, Eating Recovery Center, 98 Spruce St. Denver, Colorado","N95s, Surgical masks, Disposable booties, Gowns",No
412,CO,denver,Namaste Home Health and Hospice,"6000 E Evans Ave Suite 2-400
Denver, CO 80222",Our office is only staffed with one person daily. If the door is closed please leave just outside the door. We have a secure premise that is safe and we occupy our entire floor. ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
413,CO,denver,Porter Adventist Hospital,"2525 S Downing St
Denver, CO 80210",Drop off at ED entrance ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
414,CO,denver,Presbyterian St. Luke's Medical Center,"2001 N High Street
Denver, CO 80205",Emergency (corner of 19th Ave & High Street),"N95s, Surgical masks, Gloves, Gowns",Yes
415,CO,durango,Durango Urgent Care,"2577 Main Avenue
Durango, CO 81301",,"N95s, Surgical masks",
416,CO,durango,Four Corners Docs Durango Colorado,"1874 W 2nd Ave
Durango, CO 81301",Contact Phil 8083498798,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes
417,CO,englewood,Swedish Medical Center,"501 E Hampden Ave 
Englewood, CO 80113",,"N95s, Surgical masks, Gowns",No
418,CO,erie,Paladina Health,"671 McAfee Ct
Erie, CO 80516",Leave at front door,"N95s, Surgical masks, Gowns, Disinfecting wipes",No
419,CO,fort collins,Banner Fort Collins Medical Center,"4700 Lady Moon Dr
Fort Collins, CO 80528",ER entrance,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves",Yes
420,CO,fort collins,Front Range Clinic,"1120 E. Elizabeth St. Building G, Suite 2
Fort Collins, CO 80524",,"N95s, Surgical masks",Unsure
421,CO,frisco,Summit Community Care Clinic ,"360 Peak One Dr #100
Breckenridge, CO 80424","ATTN:  Margarita Wong.  PO BOX 4337 Frisco, CO 80443 via mail. Or drop off on site.  ","N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
422,CO,ft. lupton,Salud Family Health Center,"203 S Rollie Ave
Fort Lupton, CO 80621",Attn: Elaine Quintana,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer",Yes
423,CO,greeley,UCHealth Greeley Emergency and Surgery Center,"6906 W 10th St
Greeley, CO 80634",Curbside procedure ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No
424,CO,greenwood village,Air Methods Corporation,"5500 S Quebec St
Greenwood Village, CO 80111",Attn. Paul Williams,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
425,CO,littleton,Bethesda Lutheran Communities,"5941 Middlefield Rd #100
Littleton, CO 80123","5941 Middlefield Rd.
Suite 100
May drop off outside the front door.  Attn: Regional Director","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
426,CO,lone tree,Sky Ridge Medical Center,"10101 RidgeGate Parkway
Lone Tree, CO 80124",(Mailing address) to be delivered to pharmacy upon arrival ,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No
427,CO,lone tree,Sky Ridge Medical Center,"10101 RidgeGate Parkway
Lone Tree, CO 80124",Drop off at main entrance,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",No
428,CO,pueblo,Pueblo Community Health Center,"300 Colorado Ave
Pueblo, CO 81001","Can bring to 1st floor, ask for Dr. Claire Reed, Julie Martinez or Vanessa Becerril","N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
429,CO,wheat ridge,Lutheran Medical center,"8300 W 38th Ave
Wheat Ridge, CO 80033",Any method.,Yes,
430,CT,avon,Hartford Healthcare GoHealth Urgent Care ,"385 W Main St.
Avon, CT 06001",Can pick up or accept delivery at location (more details needed),"Surgical masks, Face shields, Safety goggles, Gowns",Unsure
431,CT,bethel,Ability Beyond Disability,"4 Berkshire Boulevard
Bethel, CT 06801",Drop off curbside or Mail to ATTN: Carrie O'Connell,"N95s, Surgical masks, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, Blood pressure cuffs",No
432,CT,bethel,Bethel Visiting Nurse Association ,"70 Stony Hill Rd
Bethel, CT 06801",70 Stony Hill Road,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes
433,CT,branford,Branford Hills Homecare Services,"29 Business Park Dr Suite A
Branford, CT 06405",Mailing address Attn:  Patti Fisher,"N95s, Surgical masks, Disposable booties, Safety goggles, Gloves, Hand sanitizer, Thermometers",Yes
434,CT,bridgeport,Yale New Haven Health - Bridgeport Hospital,"267 Grant Street
Bridgeport, CT 06610","Anne Diamond, Hospital President (203) 384-3000 or Email 
DonationsPPE@ynhh.org
 with instructions as to how hospital staff may contact you","N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes
435,CT,cheshire,All Pointe HomeCare,"675 W Johnson Ave
Cheshire, CT 06410",675 West Johnson Ave,"N95s, Surgical masks, Face shields, Disposable booties, Gowns, Hand sanitizer",Yes
436,CT,derby,PhysicianOne Urgent Care,"78 Pershing Dr
Derby, CT 06418",Will arrange whatever method necessary,"N95s, Surgical masks, Face shields, Gowns",Unsure
437,CT,farmington,UConn Health ,"263 Farmington Ave
Farmington, CT 06030",W Recv Dock,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",
438,CT,greenwich,Greenwich Hospital,"28 Woodland Dr. Unit B
Greenwich, CT 06830","Unused masks only. Mail w/Attn: Marc Gurny. Can also pick up locally, call 914-523-0723.","N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns",No
